Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,SW DETATCHED P2 STATION 7,3162 Olin Ave,P2 Row A,San Jose,CA,95117,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.319473,-121.950237,2026-03-02,202221,2026-03-02 02:27:16 UTC,,,,2021-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SW DETATCHED P1 3162 6,3162 Olin Ave,,San Jose,CA,95117,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.320291,-121.952071,2026-03-02,202222,2026-03-02 02:27:16 UTC,,,,2021-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SFBU STATION 5,161 Mission Falls Lane,,Fremont,CA,94539,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.485085,-121.927223,2026-03-02,202223,2026-03-02 02:27:33 UTC,,,,2021-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SFBU STATION 4,161 Mission Falls Lane,Warm spring,Fremont,CA,94539,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.485154,-121.927386,2026-03-02,202227,2026-03-02 02:27:35 UTC,,,,2021-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SFBU STATION 6,161 Mission Falls Lane,,Fremont,CA,94539,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.485382,-121.927282,2026-03-02,202228,2026-03-02 02:27:35 UTC,,,,2021-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SFBU STATION 8,161 MISSION FALLS LANE,,Fremont,CA,94539,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.4852,-121.927309,2026-03-02,202229,2026-03-02 02:27:36 UTC,,,,2021-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SFBU STATION 10,161 Mission Falls Lane,,Fremont,CA,94539,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.485098,-121.927235,2026-03-02,202230,2026-03-02 02:27:36 UTC,,,,2021-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SFBU STATION 7,161 Mission Falls Lane,,Fremont,CA,94539,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.485235,-121.927325,2026-03-02,202231,2026-03-02 02:27:36 UTC,,,,2021-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SFBU STATION 9,161 Mission Falls Lane,Warm springs,Fremont,CA,94539,,888-758-4389,E,,Public,Mon: 6:00am-10:00pm; Tue: 6:00am-10:00pm; Wed: 6:00am-10:00pm; Thu: 6:00am-10:00pm; Fri: 6:00am-10:00pm; Sat: 6:00am-8:00pm; Sun: 6:00am-8:00pm,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.485215,-121.927299,2026-03-02,202232,2026-03-02 02:27:36 UTC,,,,2021-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SANTA WEST B1 STATION 11,3162 Olin Ave,,San Jose,CA,95117,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.320122,-121.951563,2026-03-02,202240,2026-03-02 02:35:22 UTC,,,,2021-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SANTA WEST B1 STATION 9,3162 Olin Ave,,San Jose,CA,95117,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.320156,-121.951516,2026-03-02,202241,2026-03-02 02:35:22 UTC,,,,2021-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SANTA WEST B1 STATION 6,3162 Olin Ave,,San Jose,CA,95117,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.320135,-121.951507,2026-03-02,202242,2026-03-02 02:35:22 UTC,,,,2021-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SANTA WEST B1 STATION 5,3162 Olin Ave,Parking structure,San Jose,CA,95117,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.319993,-121.951238,2026-03-02,202243,2026-03-02 02:35:23 UTC,,,,2021-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SANTA WEST B1 STATION 12,3162 Olin Ave,,San Jose,CA,95117,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.320183,-121.951485,2026-03-02,202245,2026-03-02 02:35:23 UTC,,,,2021-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SANTA WEST B1 STATION 8,3162 Olin Ave,Parking structure,San Jose,CA,95117,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.320265,-121.951544,2026-03-02,202246,2026-03-02 02:35:23 UTC,,,,2021-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CBU JAMES 2,8432 Magnolia Ave,,Riverside,CA,92504,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.929743,-117.425108,2026-03-02,202248,2026-03-02 02:37:04 UTC,,,,2021-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CBU LANCER PALMS 1,8471 Magnolia Ave,,Riverside,CA,92504,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.930923,-117.427228,2026-03-02,202252,2026-03-02 02:38:09 UTC,,,,2021-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,GF4EVA GROVELAND M DC2,18990 CA-120,,Groveland,CA,95321,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,37.840527,-120.22639,2026-03-02,202253,2026-03-02 02:38:10 UTC,,,,2021-12-09,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,S. CREEK BMW STATION 1,4343 Stevens Creek Blvd,,Santa Clara,CA,95051,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.324139,-121.977954,2026-03-02,202285,2026-03-02 01:08:50 UTC,,,,2021-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,S. CREEK BMW STATION 2,4343 Stevens Creek Blvd,,Santa Clara,CA,95051,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.32414,-121.97797,2026-03-02,202286,2026-03-02 01:09:05 UTC,,,,2021-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY OF ORANGE CITY HALL 01,300 E Chapman Ave,,Orange,CA,92866,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.786516,-117.850358,2026-03-02,202293,2026-03-02 01:42:45 UTC,,,,2021-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,META BUR103-05,312 Airport Blvd.,Spaces 3140 & 3141. Basement parking level. Meta badge required for garage access.,Burlingame,CA,94010,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.589602,-122.335393,2026-03-02,202296,2026-03-02 02:05:07 UTC,,,,2021-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SW DETATCHED P2 STATION 14,3162 Olin Ave,P2 Row A,San Jose,CA,95117,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.31958,-121.950293,2026-03-02,202304,2026-03-02 02:27:12 UTC,,,,2021-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MCFARLAND EV COM EV 2,132 Industrial St,,McFarland,CA,93250,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.675008,-119.225628,2026-03-02,202305,2026-03-02 02:32:38 UTC,,,,2021-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MCFARLAND EV COM EV 1,132 Industrial St,,McFarland,CA,93250,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.67503,-119.225451,2026-03-02,202306,2026-03-02 02:32:38 UTC,,,,2021-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MCFARLAND EV COM EV 3,100 Industrial St,,McFarland,CA,93250,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.674834,-119.225573,2026-03-02,202307,2026-03-02 02:32:39 UTC,,,,2021-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CBU MAG XING2,8775 Magnolia Ave,,Riverside,CA,92503,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.92877,-117.43379,2026-03-02,202310,2026-03-02 02:33:38 UTC,,,,2021-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CBU MAG XING1,8775 Magnolia Ave,,Riverside,CA,92503,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.9286,-117.433495,2026-03-02,202311,2026-03-02 02:33:38 UTC,,,,2021-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY OF RIALTO CITY HALL,150 S Palm Ave,,Rialto,CA,92376,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.100049,-117.373462,2026-03-02,202318,2026-03-02 02:37:11 UTC,,,,2021-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CalTrans - Bishop,500 S Main St,,Bishop,CA,93514,,916-654-2852,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,,1,,Non-Networked,,GPS,37.3565227277677,-118.3948152145,2024-01-09,202389,2025-09-08 15:23:49 UTC,P,,,2021-12-07,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Hyatt Regency Sacramento,1209 L St,,Sacramento,CA,95814,,916-446-3069,E,,Public - Credit card at all times,24 hours daily; parking fee,A D Debit M V,,,,,20,,,Non-Networked,,GPS,38.5778199511053,-121.490868619961,2024-08-15,202390,2025-02-12 00:16:32 UTC,P,,,2021-12-07,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,California Dept of Real Estate,1651 Exposition Blvd,,Sacramento,CA,95815,,,E,,Public - Credit card at all times,8am - 6pm daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,38.5956885903978,-121.431890777639,2024-10-11,202391,2025-02-12 00:16:32 UTC,P,,,2021-12-07,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,SMUD Customer Parking Lot,6422 S St,,Sacramento,CA,95817,,888-742-7683,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,38.5516090493102,-121.428817235684,2024-08-15,202392,2025-02-12 00:16:32 UTC,P,,,2021-12-07,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Diamond Hills Plaza - Tesla Supercharger,2785 South Diamond Bar Boulevard,,Diamond Bar,CA,91765,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,24,,Tesla,https://www.tesla.com/supercharger,GPS,33.975922,-117.838337,2024-07-01,202393,2025-02-12 00:16:32 UTC,P,,,2021-12-04,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,ADA EV TEST STN WARM SPRINGS 12,45193 Warm Springs Blvd,Use of electricity to charge your vehicle is $0.13 per kWh. See sign insert in front of charging station for daily EV Charging permit details.,Fremont,CA,94539,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.50327,-121.938811,2026-03-02,202399,2026-03-02 01:26:35 UTC,,,,2021-12-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY OF RIALTO FITNESS CENTER,1245 S Riverside Ave,,Rialto,CA,92376,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.07921,-117.369883,2026-03-02,202412,2026-03-02 02:37:11 UTC,,,,2021-12-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY OF BKRSFLD PARK@RVRWALK2,11200 Stockdale Hwy,Parking Lot,Bakersfield,CA,93311,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.350135,-119.127093,2026-03-02,202413,2026-03-02 02:37:24 UTC,,,,2021-12-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY OF BKRSFLD PARK@RVRWALK3,11200 Stockdale Hwy,Parking Lot,Bakersfield,CA,93311,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.350154,-119.127057,2026-03-02,202415,2026-03-02 02:37:24 UTC,,,,2021-12-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY OF BKRSFLD PARK@RVRWALK4,11200 Stockdale Hwy,Parking Lot,Bakersfield,CA,93311,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.350164,-119.127038,2026-03-02,202416,2026-03-02 02:37:24 UTC,,,,2021-12-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,HAIDLENFORD HAIDLENFORD,1355 CA-120,,Oakdale,CA,95361,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,37.770708,-120.834548,2026-03-02,202431,2026-03-02 02:38:22 UTC,,,,2021-12-11,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,225 BROADWAY 225 BROADWAY 02,225 Broadway,,San Diego,CA,92101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.715266,-117.16255,2026-03-02,202448,2026-03-02 01:08:38 UTC,,,,2021-12-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,225 BROADWAY 225 BROADWAY 03,225 Broadway,,San Diego,CA,92101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.715266,-117.16255,2026-03-02,202449,2026-03-02 01:08:48 UTC,,,,2021-12-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,225 BROADWAY 225 BROADWAY 01,225 Broadway,,San Diego,CA,92101,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.715266,-117.16255,2026-03-02,202450,2026-03-02 01:08:50 UTC,,,,2021-12-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Vestar Shops at Rossmoor (Seal Beach, CA)",12489 Seal Beach Blvd,,Seal Beach,CA,90740,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,33.78155,-118.07304,2026-03-02,202483,2026-03-02 04:39:34 UTC,,,,2021-12-14,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Gateway Center - Tesla Supercharger,21001  San Ramon Valley Boulevard,,San Ramon,CA,94583,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,16,,Tesla,https://www.tesla.com/supercharger,GPS,37.723146,-121.944336,2024-07-01,202621,2025-02-12 00:16:32 UTC,P,,,2021-12-10,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Soaring Way - Tesla Supercharger,Soaring Way,,Truckee,CA,96161,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,39.319501,-120.155831,2024-07-01,202623,2025-02-12 00:16:32 UTC,P,,,2021-12-10,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Foothill High School,9733 Deschutes Rd,,Palo Cedro,CA,96073,,866-816-7584,E,,Public,24 hours daily,,,,,,4,,,EV Connect,https://www.evconnect.com,GPS,40.568975,-122.234671,2026-03-02,202640,2026-03-02 04:52:31 UTC,,,,2021-12-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,DOT District 3,703 B Street,,Marysville,CA,95901,,866-816-7584,E,,Public,24 hours daily,,,,,,16,,,EV Connect,https://www.evconnect.com,GPS,39.144563,-121.585983,2026-03-02,202641,2026-03-02 04:52:17 UTC,,,,2021-12-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Ziggurat Garage,707 3rd St,,West Sacramento,CA,95605,,866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,https://www.evconnect.com,GPS,38.584045,-121.509764,2026-03-02,202642,2026-03-02 04:52:30 UTC,,,,2021-12-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,DGS Lot 60,450 N St,,Sacramento,CA,95814,,866-816-7584,E,,Public,24 hours daily,,,,,,8,,,EV Connect,https://www.evconnect.com,GPS,38.577357,-121.503187,2026-03-02,202643,2026-03-02 04:52:40 UTC,,,,2021-12-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Dutton Motor Company,8201 Auto Dr,,Riverside,CA,92504,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,33.92752427934945,-117.41721614626641,2026-03-02,202655,2026-03-02 00:17:14 UTC,,,,2021-11-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,SCP EAST NO.PARKVALET 05,3333 Bristol St,North Parking Structure Level P2 by Valet Stand.,Costa Mesa,CA,92626,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.691461,-117.889155,2026-03-02,202659,2026-03-02 01:11:55 UTC,,,,2021-12-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,GF4EVA NUGGET L2,134 Browns Valley Pkwy,,Vacaville,CA,95688,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.364914,-121.96795,2026-03-02,202662,2026-03-02 02:20:37 UTC,,,,2021-12-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,TSM TSM 1 - TSM 2,1641-1647 S Bradley Rd,Front Entrance,Santa Maria,CA,93454,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.929539,-120.419609,2026-03-02,202666,2026-03-02 02:27:49 UTC,,,,2021-12-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,TSM TSM 3 - TSM 4,1643 S Bradley Rd,,Santa Maria,CA,93454,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.92949,-120.419709,2026-03-02,202667,2026-03-02 02:27:49 UTC,,,,2021-12-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,TSM TSM 7 - TSM 8,1643 S Bradley Rd,Front of building,Santa Maria,CA,93454,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.929824,-120.419727,2026-03-02,202668,2026-03-02 02:27:49 UTC,,,,2021-12-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,TSM TSM 11 - TSM 12,1643 S Bradley Rd,,Santa Maria,CA,93454,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.929339,-120.419507,2026-03-02,202670,2026-03-02 02:27:50 UTC,,,,2021-12-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,TSM TSM 13 - TSM 14,1643 S Bradley Rd,,Santa Maria,CA,93454,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.929455,-120.419445,2026-03-02,202671,2026-03-02 02:27:50 UTC,,,,2021-12-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BAY MEADOWS 2 PL2-2,2850 S Delaware St,,San Mateo,CA,94403,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.542587,-122.300445,2026-03-02,202676,2026-03-02 02:32:36 UTC,,,,2021-12-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,GF4EVA RUSH CREEK DC,34021 CA-120,,Groveland,CA,95321,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,37.811991,-119.880698,2026-03-02,202690,2026-03-02 02:38:08 UTC,,,,2021-12-16,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,DGS SAN DIEGO CAC 1,1600 Pacific Hwy,San Diego County Admin Center Parking Garageng Garage,San Diego,CA,92101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.7204,-117.172352,2026-03-02,202709,2026-03-02 01:12:02 UTC,,,,2021-12-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BLOCK C GARAGE BLOCK C #1,201 Campus Way,Garage Level 2,San Marcos,CA,92078,,888-758-4389,E,,Public,Mon: 12:00am-11:59pm; Tue: 12:00am-11:59pm; Wed: 12:00am-11:59pm; Thu: 12:00am-11:59pm; Fri: 12:00am-11:59pm; Sat: 12:00am-11:59pm; Sun: 12:00am-11:59pm,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.135442,-117.159136,2026-03-02,202710,2026-03-02 01:20:37 UTC,,,,2021-12-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY OF RIALTO METRO PARKING 1,290 S Palm Ave,,Rialto,CA,92376,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.096793,-117.37311,2026-03-02,202732,2026-03-02 02:37:10 UTC,,,,2021-12-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
